C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00408612|N|M99|P|201702039042410991|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2721107789|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|60530||PR2283904845147|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029436
C00129747|N|M100|P|201702039042410992|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2159124075|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|917159||PR2283904845148|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029437
C00629618|N|M101|P|201702039042410993|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7268663498|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|869055||PR2283904845149|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029438
C00151609|N|M102|P|201702039042410994|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7346213270|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|276275||PR2283904845150|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029439
C00663469|N|M103|P|201702039042410995|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6109295764|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|22017|778131||PR2283904845151|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029440
C00151609|N|M104|P|201702039042410996|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9986791027|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|610020||PR2283904845152|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029441
C00516557|N|M105|P|201702039042410997|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7325471723|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|939360||PR2283904845153|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029442
C00663469|N|M106|P|201702039042410998|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9002309785|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|234585||PR2283904845154|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029443
C00460053|N|M107|P|201702039042410999|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3855703970|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|32017|209157||PR2283904845155|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029444
C00684488|N|M108|P|201702039042411000|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2836482323|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|279880||PR2283904845156|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029445
C00408612|N|M109|P|201702039042411001|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3536781261|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|357049||PR2283904845157|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029446
C00151609|N|M110|P|201702039042411002|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3622825945|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|832390||PR2283904845158|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029447
C00184757|N|M111|P|201702039042411003|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7656985338|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|230128||PR2283904845159|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029448
C00129747|N|M112|P|201702039042411004|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2684331746|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|35649||PR2283904845160|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029449
C00129747|N|M113|P|201702039042411005|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6683419793|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|412017|471901||PR2283904845161|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029450
C00460053|N|M114|P|201702039042411006|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9764919544|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|817514||PR2283904845162|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029451
C00384818|N|M115|P|201702039042411007|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3579131358|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|112960||PR2283904845163|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029452
C00184757|N|M116|P|201702039042411008|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8831953073|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|12012||PR2283904845164|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029453
C00159964|N|M117|P|201702039042411009|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5963383917|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|730652||PR2283904845165|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029454
C00129747|N|M118|P|201702039042411010|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5474315111|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|493147||PR2283904845166|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029455
C00629618|N|M119|P|201702039042411011|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2871109835|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|373249||PR2283904845167|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029456
C00663469|N|M120|P|201702039042411012|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|760856542|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|332450||PR2283904845168|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029457
C00684488|N|M121|P|201702039042411013|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5396753633|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|503447||PR2283904845169|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029458
C00684488|N|M122|P|201702039042411014|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1857599391|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|834692||PR2283904845170|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029459
C00684488|N|M123|P|201702039042411015|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1706254333|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|513062||PR2283904845171|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029460
C00629618|N|M124|P|201702039042411016|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3200674335|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|859644||PR2283904845172|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029461
C00129747|N|M125|P|201702039042411017|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|191806497|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|56722||PR2283904845173|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029462
C00408612|N|M126|P|201702039042411018|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3086793716|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|974201||PR2283904845174|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029463
C00307661|N|M127|P|201702039042411019|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2633537338|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|442596||PR2283904845175|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029464
C00759657|N|M128|P|201702039042411020|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8207843912|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|430039||PR2283904845176|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029465
C00490358|N|M129|P|201702039042411021|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5605480017|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|482793||PR2283904845177|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029466
C00460053|N|M130|P|201702039042411022|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3985035783|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|567975||PR2283904845178|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029467
C00151609|N|M131|P|201702039042411023|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9788685130|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|659070||PR2283904845179|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029468
C00177436|N|M132|P|201702039042411024|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7146649858|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|211667||PR2283904845180|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029469
C00129747|N|M133|P|201702039042411025|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5880409675|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|799726||PR2283904845181|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029470
C00153061|N|M134|P|201702039042411026|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1469336009|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|739708||PR2283904845182|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029471
C00177436|N|M135|P|201702039042411027|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3245069373|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|23869||PR2283904845183|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029472
C00727373|N|M136|P|201702039042411028|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|123110770|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|485514||PR2283904845184|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029473
C00490358|N|M137|P|201702039042411029|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4951777768|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|807177||PR2283904845185|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029474
C00759657|N|M138|P|201702039042411030|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2815817461|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|687000||PR2283904845186|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029475
C00644445|N|M139|P|201702039042411031|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5276786535|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|210422||PR2283904845187|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029476
C00727373|N|M140|P|201702039042411032|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1642747561|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|530559||PR2283904845188|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029477
C00307661|N|M141|P|201702039042411033|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3791400818|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|624656||PR2283904845189|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029478
C00258498|N|M142|P|201702039042411034|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1964816557|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|653397||PR2283904845190|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029479
C00184757|N|M143|P|201702039042411035|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2761760429|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|595495||PR2283904845191|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029480
C00629618|N|M144|P|201702039042411036|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9046528502|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|391285||PR2283904845192|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029481
C00490358|N|M145|P|201702039042411037|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1492531271|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|148299||PR2283904845193|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029482
C00408612|N|M146|P|201702039042411038|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4897559785|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|801041||PR2283904845194|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029483
C00490358|N|M147|P|201702039042411039|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5469765597|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|535506||PR2283904845195|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029484
C00644445|N|M148|P|201702039042411040|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4624883749|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|123793||PR2283904845196|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029485
C00460053|N|M149|P|201702039042411041|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8497793297|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|940488||PR2283904845197|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029486
C00258498|N|M150|P|201702039042411042|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6493270027|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|570859||PR2283904845198|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029487
C00684488|N|M151|P|201702039042411043|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9560860451|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|607195||PR2283904845199|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029488
C00153061|N|M152|P|201702039042411044|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3217942603|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|652846||PR2283904845200|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029489
C00258498|N|M153|P|201702039042411045|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|734054046|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|313801||PR2283904845201|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029490
C00307661|N|M154|P|201702039042411046|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4214817438|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|387635||PR2283904845202|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029491
C00516557|N|M155|P|201702039042411047|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9261919138|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|498388||PR2283904845203|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029492
C00408612|N|M156|P|201702039042411048|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4581004891|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|626987||PR2283904845204|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029493
C00153061|N|M157|P|201702039042411049|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2841604823|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|586518||PR2283904845205|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029494
C00468289|N|M158|P|201702039042411050|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8473121180|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|56659||PR2283904845206|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029495
C00258498|N|M159|P|201702039042411051|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7394226507|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|809834||PR2283904845207|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029496
C00684488|N|M160|P|201702039042411052|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3827165860|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|632570||PR2283904845208|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029497
C00663469|N|M161|P|201702039042411053|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7171833964|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|671551||PR2283904845209|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029498
C00159964|N|M162|P|201702039042411054|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5584950554|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|906572||PR2283904845210|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029499
C00151609|N|M163|P|201702039042411055|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7192643148|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|72992||PR2283904845211|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029500
C00177436|N|M164|P|201702039042411056|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3854925312|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|819872||PR2283904845212|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029501
C00258498|N|M165|P|201702039042411057|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2775835315|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|313929||PR2283904845213|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029502
C00184757|N|M166|P|201702039042411058|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6865561184|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|659851||PR2283904845214|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029503
C00408612|N|M167|P|201702039042411059|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3686890968|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|801390||PR2283904845215|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029504
C00759657|N|M168|P|201702039042411060|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|826791894|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|405627||PR2283904845216|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029505
C00151609|N|M169|P|201702039042411061|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5218104647|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|414078||PR2283904845217|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029506
C00460053|N|M170|P|201702039042411062|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6587360658|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|157839||PR2283904845218|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029507
C00307661|N|M171|P|201702039042411063|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2808078355|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|374574||PR2283904845219|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029508
C00151609|N|M172|P|201702039042411064|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7485496188|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|646182||PR2283904845220|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029509
C00151609|N|M173|P|201702039042411065|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3723285814|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|964932||PR2283904845221|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029510
C00159964|N|M174|P|201702039042411066|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2287421470|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|431506||PR2283904845222|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029511
C00759657|N|M175|P|201702039042411067|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|338758680|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|3902||PR2283904845223|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029512
C00177436|N|M176|P|201702039042411068|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9377805144|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|724117||PR2283904845224|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029513
C00177436|N|M177|P|201702039042411069|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6899980620|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|190498||PR2283904845225|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029514
C00759657|N|M178|P|201702039042411070|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3221338032|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|192127||PR2283904845226|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029515
C00159964|N|M179|P|201702039042411071|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|842244342|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|948349||PR2283904845227|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029516
C00490358|N|M180|P|201702039042411072|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5901373838|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|558554||PR2283904845228|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029517
C00129747|N|M181|P|201702039042411073|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2084841918|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|501811||PR2283904845229|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029518
C00727373|N|M182|P|201702039042411074|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6637829892|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|617831||PR2283904845230|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029519
C00258498|N|M183|P|201702039042411075|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8787124792|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|536223||PR2283904845231|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029520
C00516557|N|M184|P|201702039042411076|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1498560521|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|835511||PR2283904845232|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029521
C00129747|N|M185|P|201702039042411077|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6211129375|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|883277||PR2283904845233|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029522
C00258498|N|M186|P|201702039042411078|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6987849589|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|332465||PR2283904845234|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029523
C00629618|N|M187|P|201702039042411079|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|225442118|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|405088||PR2283904845235|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029524
C00468289|N|M188|P|201702039042411080|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2291644841|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|559537||PR2283904845236|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029525
C00759657|N|M189|P|201702039042411081|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8030110897|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|288240||PR2283904845237|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029526
C00629618|N|M190|P|201702039042411082|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|184025196|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|712485||PR2283904845238|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029527
C00684488|N|M191|P|201702039042411083|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3587929901|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|697434||PR2283904845239|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029528
C00490358|N|M192|P|201702039042411084|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9987152989|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|151502||PR2283904845240|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029529
C00759657|N|M193|P|201702039042411085|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2499627638|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|557173||PR2283904845241|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029530
C00516557|N|M194|P|201702039042411086|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3590646471|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|115608||PR2283904845242|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029531
C00153061|N|M195|P|201702039042411087|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2427721840|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|743552||PR2283904845243|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029532
C00663469|N|M196|P|201702039042411088|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7972700144|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|559798||PR2283904845244|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029533
C00258498|N|M197|P|201702039042411089|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8203271006|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|275192||PR2283904845245|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029534
C00408612|N|M198|P|201702039042411090|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2551476961|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|301677||PR2283904845246|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029535
C00129747|N|M199|P|201702039042411091|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1273379702|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|25759||PR2283904845247|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029536
C00727373|N|M200|P|201702039042411092|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4187884195|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|13338||PR2283904845248|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029537
